template,angle,n,any_primary_pct,REP_pct,CN_pct,EMPTY_pct,LOW_DIV_pct,OFFTOPIC_pct
similar_parallel_en,baseline,150,0.67,0.00,0.67,0.00,0.00,0.00
similar_parallel_en,0,150,2.00,0.00,2.00,0.00,0.00,0.00
similar_parallel_en,15,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_parallel_en,30,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_parallel_en,45,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_parallel_en,60,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_parallel_en,75,150,0.67,0.67,0.00,0.00,1.33,0.00
similar_parallel_en,90,150,4.67,4.00,0.67,0.00,4.67,0.00
similar_parallel_en,105,150,6.00,6.00,0.00,0.00,6.00,0.00
similar_parallel_en,120,150,11.33,11.33,0.00,0.00,10.67,0.00
similar_parallel_en,135,150,5.33,5.33,0.00,0.00,8.00,0.00
similar_parallel_en,150,150,19.33,18.00,2.00,0.00,16.00,0.00
similar_parallel_en,165,150,9.33,9.33,0.00,0.00,5.33,0.00
similar_parallel_en,180,150,9.33,9.33,0.00,0.00,8.00,0.00
similar_parallel_en,195,150,2.67,2.00,0.00,0.00,0.67,0.00
similar_parallel_en,210,150,0.00,0.00,0.00,0.00,0.67,0.00
similar_parallel_en,225,150,4.00,3.33,0.67,0.00,2.00,0.00
similar_parallel_en,240,150,1.33,0.67,0.67,0.00,0.00,0.00
similar_parallel_en,255,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_parallel_en,270,150,0.67,0.00,0.67,0.00,0.00,0.00
similar_parallel_en,285,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_parallel_en,300,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_parallel_en,315,150,0.67,0.00,0.67,0.00,0.00,0.00
similar_parallel_en,330,150,1.33,0.00,1.33,0.00,0.00,0.00
similar_parallel_en,345,150,1.33,0.00,1.33,0.00,0.00,0.00
similar_matching_en,baseline,150,1.33,0.00,1.33,0.00,0.00,0.00
similar_matching_en,0,150,0.67,0.00,0.67,0.00,0.00,0.00
similar_matching_en,15,150,0.67,0.00,0.67,0.00,0.00,0.00
similar_matching_en,30,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_matching_en,45,150,0.67,0.00,0.67,0.00,0.00,0.00
similar_matching_en,60,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_matching_en,75,150,3.33,1.33,2.00,0.00,0.00,0.00
similar_matching_en,90,150,1.33,0.00,1.33,0.00,0.67,0.00
similar_matching_en,105,150,6.00,4.67,2.00,0.00,6.67,0.00
similar_matching_en,120,150,10.67,10.67,0.00,0.00,12.67,0.00
similar_matching_en,135,150,4.00,4.00,0.00,0.00,5.33,0.00
similar_matching_en,150,150,24.67,23.33,0.00,0.00,22.00,0.00
similar_matching_en,165,150,20.67,20.00,0.67,0.00,13.33,0.00
similar_matching_en,180,150,32.67,30.00,0.00,0.00,21.33,0.00
similar_matching_en,195,150,14.00,9.33,0.67,0.00,9.33,0.00
similar_matching_en,210,150,5.33,5.33,0.00,0.00,4.00,0.00
similar_matching_en,225,150,0.67,0.67,0.00,0.00,0.67,0.00
similar_matching_en,240,150,1.33,0.67,0.67,0.00,1.33,0.00
similar_matching_en,255,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_matching_en,270,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_matching_en,285,150,0.67,0.00,0.67,0.00,0.00,0.00
