template,angle,n,any_primary_pct,REP_pct,CN_pct,EMPTY_pct,LOW_DIV_pct,OFFTOPIC_pct
similar_equivalent_en,baseline,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_equivalent_en,0,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_equivalent_en,15,150,2.00,0.00,2.00,0.00,0.00,0.00
similar_equivalent_en,30,150,1.33,0.00,1.33,0.00,0.00,0.00
similar_equivalent_en,45,150,0.67,0.00,0.67,0.00,0.00,0.00
similar_equivalent_en,60,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_equivalent_en,75,150,0.67,0.67,0.00,0.00,0.67,0.00
similar_equivalent_en,90,150,1.33,1.33,0.00,0.00,1.33,0.00
similar_equivalent_en,105,150,4.00,4.00,0.00,0.00,4.67,0.00
similar_equivalent_en,120,150,4.67,4.67,0.00,0.00,8.00,0.00
similar_equivalent_en,135,150,13.33,11.33,2.67,0.00,10.00,0.00
similar_equivalent_en,150,150,24.67,23.33,1.33,0.00,20.67,0.00
similar_equivalent_en,165,150,14.00,13.33,0.67,0.00,9.33,0.00
similar_equivalent_en,180,150,18.67,17.33,0.00,0.00,11.33,0.00
similar_equivalent_en,195,150,4.67,4.00,0.00,0.00,2.67,0.00
similar_equivalent_en,210,150,4.00,3.33,0.00,0.00,0.00,0.00
similar_equivalent_en,225,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_equivalent_en,240,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_equivalent_en,255,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_equivalent_en,270,150,0.67,0.00,0.67,0.00,0.00,0.00
similar_equivalent_en,285,150,0.67,0.00,0.67,0.00,0.00,0.00
similar_equivalent_en,300,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_equivalent_en,315,150,1.33,0.00,1.33,0.00,0.00,0.00
similar_equivalent_en,330,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_equivalent_en,345,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_corresponding_en,baseline,150,1.33,0.00,1.33,0.00,0.00,0.00
similar_corresponding_en,0,150,0.67,0.00,0.67,0.00,0.00,0.00
similar_corresponding_en,15,150,2.00,0.00,2.00,0.00,0.00,0.00
similar_corresponding_en,30,150,0.67,0.00,0.67,0.00,0.00,0.00
similar_corresponding_en,45,150,0.67,0.00,0.67,0.00,0.00,0.00
similar_corresponding_en,60,150,0.67,0.00,0.67,0.00,0.00,0.00
similar_corresponding_en,75,150,2.67,2.00,0.67,0.00,0.00,0.00
similar_corresponding_en,90,150,1.33,1.33,0.00,0.00,0.67,0.00
similar_corresponding_en,105,150,4.00,3.33,0.67,0.00,2.67,0.00
similar_corresponding_en,120,150,8.67,8.67,0.00,0.00,10.67,0.00
similar_corresponding_en,135,150,8.67,7.33,1.33,0.00,8.00,0.00
similar_corresponding_en,150,150,30.00,29.33,0.67,0.00,26.67,0.00
similar_corresponding_en,165,150,18.00,18.00,0.00,0.00,16.67,0.00
similar_corresponding_en,180,150,49.33,43.33,0.00,0.00,42.67,0.00
similar_corresponding_en,195,150,25.33,20.67,0.00,0.00,21.33,0.00
similar_corresponding_en,210,150,4.67,4.67,0.00,0.00,3.33,0.00
similar_corresponding_en,225,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_corresponding_en,240,150,0.67,0.00,0.67,0.00,0.00,0.00
similar_corresponding_en,255,150,0.67,0.00,0.67,0.00,0.00,0.00
similar_corresponding_en,270,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_corresponding_en,285,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_corresponding_en,300,150,0.67,0.00,0.67,0.00,0.00,0.00
similar_corresponding_en,315,150,0.67,0.00,0.67,0.00,0.00,0.00
similar_corresponding_en,330,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_corresponding_en,345,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_identical_en,baseline,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_identical_en,0,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_identical_en,15,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_identical_en,30,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_identical_en,45,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_identical_en,60,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_identical_en,75,150,3.33,3.33,0.00,0.00,1.33,0.00
similar_identical_en,90,150,6.00,5.33,0.67,0.00,2.00,0.00
similar_identical_en,105,150,3.33,3.33,0.00,0.00,4.67,0.00
similar_identical_en,120,150,7.33,7.33,0.00,0.00,10.00,0.00
similar_identical_en,135,150,10.00,8.00,2.00,0.00,6.00,0.00
similar_identical_en,150,150,14.67,14.67,1.33,0.00,13.33,0.00
similar_identical_en,165,150,8.00,6.67,0.67,0.00,2.67,0.00
similar_identical_en,180,150,8.67,7.33,0.67,0.00,4.00,0.00
