template,angle,n,any_primary_pct,REP_pct,CN_pct,EMPTY_pct,LOW_DIV_pct,OFFTOPIC_pct
similar_tweet_en,baseline,150,1.33,0.00,1.33,0.00,0.00,0.00
similar_tweet_en,0,150,0.67,0.00,0.67,0.00,0.00,0.00
similar_tweet_en,15,150,1.33,0.67,0.67,0.00,0.00,0.00
similar_tweet_en,30,150,0.67,0.00,0.67,0.00,0.00,0.00
similar_tweet_en,45,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_tweet_en,60,150,0.67,0.00,0.67,0.00,0.00,0.00
similar_tweet_en,75,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_tweet_en,90,150,0.67,0.00,0.67,0.00,0.00,0.00
similar_tweet_en,105,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_tweet_en,120,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_tweet_en,135,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_tweet_en,150,150,0.67,0.00,0.67,0.00,0.00,0.00
similar_tweet_en,165,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_tweet_en,180,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_tweet_en,195,150,0.00,0.00,0.00,0.00,0.67,0.00
similar_tweet_en,210,150,0.00,0.00,0.00,0.00,0.67,0.00
similar_tweet_en,225,150,0.00,0.00,0.00,0.00,0.67,0.00
similar_tweet_en,240,150,0.67,0.67,0.00,0.00,0.00,0.00
similar_tweet_en,255,150,0.00,0.00,0.00,0.00,0.67,0.00
similar_tweet_en,270,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_tweet_en,285,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_tweet_en,300,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_tweet_en,315,150,0.00,0.00,0.00,0.00,0.00,0.00
similar_tweet_en,330,150,0.67,0.67,0.00,0.00,0.00,0.00
similar_tweet_en,345,150,0.00,0.00,0.00,0.00,0.00,0.00
echo_single_en,baseline,150,0.67,0.67,0.00,0.00,0.00,0.00
echo_single_en,0,150,0.67,0.00,0.67,0.00,0.67,0.00
echo_single_en,15,150,0.67,0.00,0.67,0.00,1.33,0.00
echo_single_en,30,150,1.33,1.33,0.00,0.00,0.67,0.00
echo_single_en,45,150,1.33,1.33,0.00,0.00,2.00,0.00
echo_single_en,60,150,0.00,0.00,0.00,0.00,0.00,0.00
echo_single_en,75,150,0.00,0.00,0.00,0.00,0.00,0.00
echo_single_en,90,150,0.67,0.67,0.00,0.00,0.00,0.00
echo_single_en,105,150,1.33,1.33,0.00,0.00,1.33,0.00
echo_single_en,120,150,2.00,2.00,0.00,0.00,0.00,0.00
echo_single_en,135,150,2.00,2.00,0.00,0.00,2.00,0.00
echo_single_en,150,150,2.67,2.67,0.00,0.00,2.00,0.00
echo_single_en,165,150,2.00,2.00,0.00,0.00,0.67,0.00
echo_single_en,180,150,0.67,0.67,0.00,0.00,0.67,0.00
echo_single_en,195,150,0.67,0.67,0.00,0.00,0.67,0.00
echo_single_en,210,150,0.00,0.00,0.00,0.00,1.33,0.00
echo_single_en,225,150,1.33,1.33,0.00,0.00,0.67,0.00
echo_single_en,240,150,1.33,1.33,0.00,0.00,1.33,0.00
echo_single_en,255,150,0.67,0.67,0.00,0.00,0.00,0.00
echo_single_en,270,150,0.67,0.67,0.00,0.00,0.00,0.00
echo_single_en,285,150,0.67,0.67,0.00,0.00,0.00,0.00
echo_single_en,300,150,0.00,0.00,0.00,0.00,0.67,0.00
echo_single_en,315,150,1.33,1.33,0.00,0.00,0.67,0.00
echo_single_en,330,150,0.67,0.67,0.00,0.00,0.00,0.00
echo_single_en,345,150,1.33,1.33,0.00,0.00,0.67,0.00
echo_one_en,baseline,150,1.33,1.33,0.00,0.00,0.67,0.00
echo_one_en,0,150,0.00,0.00,0.00,0.00,0.00,0.00
echo_one_en,15,150,0.00,0.00,0.00,0.00,0.67,0.00
echo_one_en,30,150,1.33,1.33,0.00,0.00,2.00,0.00
echo_one_en,45,150,1.33,1.33,0.00,0.00,1.33,0.00
echo_one_en,60,150,1.33,1.33,0.00,0.00,1.33,0.00
echo_one_en,75,150,0.00,0.00,0.00,0.00,0.00,0.00
echo_one_en,90,150,0.67,0.67,0.00,0.00,1.33,0.00
echo_one_en,105,150,0.67,0.67,0.00,0.00,0.00,0.00
echo_one_en,120,150,0.00,0.00,0.00,0.00,0.00,0.00
echo_one_en,135,150,0.00,0.00,0.00,0.00,0.00,0.00
echo_one_en,150,150,0.00,0.00,0.00,0.00,0.00,0.00
echo_one_en,165,150,0.00,0.00,0.00,0.00,0.67,0.00
echo_one_en,180,150,0.67,0.67,0.00,0.00,0.00,0.00
echo_one_en,195,150,1.33,1.33,0.00,0.00,0.00,0.00
echo_one_en,210,150,1.33,1.33,0.00,0.00,0.00,0.00
echo_one_en,225,150,1.33,1.33,0.00,0.00,0.00,0.00
echo_one_en,240,150,0.67,0.67,0.00,0.00,0.00,0.00
echo_one_en,255,150,0.00,0.00,0.00,0.00,0.00,0.00
echo_one_en,270,150,0.67,0.67,0.00,0.00,0.00,0.00
echo_one_en,285,150,0.00,0.00,0.00,0.00,0.67,0.00
echo_one_en,300,150,0.00,0.00,0.00,0.00,0.00,0.00
echo_one_en,315,150,0.00,0.00,0.00,0.00,0.00,0.00
echo_one_en,330,150,0.00,0.00,0.00,0.00,0.00,0.00
echo_one_en,345,150,0.00,0.00,0.00,0.00,0.67,0.00
echo_line_en,baseline,150,6.00,6.00,0.00,0.00,2.00,0.00
echo_line_en,0,150,5.33,5.33,0.00,0.00,3.33,0.00
echo_line_en,15,150,3.33,3.33,0.00,0.00,3.33,0.00
echo_line_en,30,150,2.00,2.00,0.00,0.00,2.67,0.00
echo_line_en,45,150,2.00,2.00,0.00,0.00,2.00,0.00
echo_line_en,60,150,2.00,2.00,0.00,0.00,2.00,0.00
echo_line_en,75,150,2.67,2.67,0.00,0.00,0.67,0.00
echo_line_en,90,150,2.67,2.67,0.00,0.00,0.67,0.00
echo_line_en,105,150,3.33,3.33,0.00,0.00,2.00,0.00
echo_line_en,120,150,0.00,0.00,0.00,0.00,0.67,0.00
echo_line_en,135,150,2.00,2.00,0.00,0.00,1.33,0.00
echo_line_en,150,150,4.00,4.00,0.00,0.00,3.33,0.00
echo_line_en,165,150,2.67,2.67,0.00,0.00,2.67,0.00
echo_line_en,180,150,2.67,2.67,0.00,0.00,1.33,0.00
echo_line_en,195,150,2.00,2.00,0.00,0.00,0.67,0.00
echo_line_en,210,150,3.33,3.33,0.00,0.00,0.67,0.00
echo_line_en,225,150,4.67,4.67,0.00,0.00,0.00,0.00
echo_line_en,240,150,8.00,8.00,0.00,0.00,2.67,0.00
echo_line_en,255,150,4.67,4.67,0.00,0.00,0.67,0.00
echo_line_en,270,150,5.33,5.33,0.00,0.00,0.67,0.00
echo_line_en,285,150,6.00,6.00,0.00,0.00,2.67,0.00
echo_line_en,300,150,5.33,5.33,0.00,0.00,2.00,0.00
echo_line_en,315,150,4.00,4.00,0.00,0.00,2.00,0.00
echo_line_en,330,150,6.67,6.67,0.00,0.00,3.33,0.00
echo_line_en,345,150,4.00,4.00,0.00,0.00,2.67,0.00
echo_core_en,baseline,150,2.00,2.00,0.00,0.00,0.00,0.00
echo_core_en,0,150,1.33,1.33,0.00,0.00,0.00,0.00
echo_core_en,15,150,1.33,1.33,0.00,0.00,1.33,0.00
echo_core_en,30,150,2.00,2.00,0.00,0.00,1.33,0.00
echo_core_en,45,150,0.67,0.67,0.00,0.00,1.33,0.00
echo_core_en,60,150,0.00,0.00,0.00,0.00,0.00,0.00
